date,store_id,dept_id,forecast_sales,safety_stock,recommended_inventory,inventory_risk
2016-05-23,CA_1,FOODS_1,390.11,99.88261324460264,489.99261324460264,Medium
2016-05-24,CA_1,FOODS_1,404.99,99.88261324460264,504.87261324460263,Medium
2016-05-25,CA_1,FOODS_1,376.0,99.88261324460264,475.8826132446026,Medium
2016-05-26,CA_1,FOODS_1,351.89,99.88261324460264,451.7726132446026,Medium
2016-05-27,CA_1,FOODS_1,345.75,99.88261324460264,445.6326132446026,Medium
2016-05-28,CA_1,FOODS_1,359.49,99.88261324460264,459.37261324460263,Medium
2016-05-29,CA_1,FOODS_1,376.99,99.88261324460264,476.87261324460263,Medium
2016-05-30,CA_1,FOODS_1,392.34,99.88261324460264,492.2226132446026,Medium
2016-05-31,CA_1,FOODS_1,402.34,99.88261324460264,502.2226132446026,Medium
2016-06-01,CA_1,FOODS_1,361.79,99.88261324460264,461.67261324460264,Medium
2016-06-02,CA_1,FOODS_1,348.82,99.88261324460264,448.7026132446026,Medium
2016-06-03,CA_1,FOODS_1,351.11,99.88261324460264,450.99261324460264,Medium
2016-06-04,CA_1,FOODS_1,369.19,99.88261324460264,469.0726132446026,Medium
2016-06-05,CA_1,FOODS_1,381.77,99.88261324460264,481.6526132446026,Medium
2016-06-06,CA_1,FOODS_1,394.6,99.88261324460264,494.48261324460265,Medium
2016-06-07,CA_1,FOODS_1,402.59,99.88261324460264,502.4726132446026,Medium
2016-06-08,CA_1,FOODS_1,362.28,99.88261324460264,462.1626132446026,Medium
2016-06-09,CA_1,FOODS_1,350.46,99.88261324460264,450.3426132446026,Medium
2016-06-10,CA_1,FOODS_1,351.11,99.88261324460264,450.99261324460264,Medium
2016-06-11,CA_1,FOODS_1,369.19,99.88261324460264,469.0726132446026,Medium
2016-06-12,CA_1,FOODS_1,381.77,99.88261324460264,481.6526132446026,Medium
2016-06-13,CA_1,FOODS_1,394.97,99.88261324460264,494.85261324460265,Medium
2016-06-14,CA_1,FOODS_1,402.23,99.88261324460264,502.11261324460264,Medium
2016-06-15,CA_1,FOODS_1,362.28,99.88261324460264,462.1626132446026,Medium
2016-06-16,CA_1,FOODS_1,350.46,99.88261324460264,450.3426132446026,Medium
2016-06-17,CA_1,FOODS_1,351.11,99.88261324460264,450.99261324460264,Medium
2016-06-18,CA_1,FOODS_1,369.19,99.88261324460264,469.0726132446026,Medium
2016-06-19,CA_1,FOODS_1,381.77,99.88261324460264,481.6526132446026,Medium
2016-05-23,CA_1,FOODS_2,688.89,223.34692504839188,912.2369250483919,High
2016-05-24,CA_1,FOODS_2,677.39,223.34692504839188,900.7369250483919,High
2016-05-25,CA_1,FOODS_2,681.85,223.34692504839188,905.1969250483919,High
2016-05-26,CA_1,FOODS_2,591.32,223.34692504839188,814.6669250483919,High
2016-05-27,CA_1,FOODS_2,571.28,223.34692504839188,794.6269250483919,High
2016-05-28,CA_1,FOODS_2,598.77,223.34692504839188,822.1169250483919,High
2016-05-29,CA_1,FOODS_2,603.01,223.34692504839188,826.3569250483919,High
2016-05-30,CA_1,FOODS_2,608.01,223.34692504839188,831.3569250483919,High
2016-05-31,CA_1,FOODS_2,634.77,223.34692504839188,858.1169250483919,High
2016-06-01,CA_1,FOODS_2,616.62,223.34692504839188,839.9669250483919,High
2016-06-02,CA_1,FOODS_2,562.67,223.34692504839188,786.0169250483918,High
2016-06-03,CA_1,FOODS_2,546.12,223.34692504839188,769.4669250483919,High
2016-06-04,CA_1,FOODS_2,568.64,223.34692504839188,791.9869250483919,High
2016-06-05,CA_1,FOODS_2,567.01,223.34692504839188,790.3569250483919,High
2016-06-06,CA_1,FOODS_2,599.73,223.34692504839188,823.0769250483919,High
2016-06-07,CA_1,FOODS_2,630.82,223.34692504839188,854.1669250483919,High
2016-06-08,CA_1,FOODS_2,607.63,223.34692504839188,830.9769250483919,High
2016-06-09,CA_1,FOODS_2,548.63,223.34692504839188,771.9769250483919,High
2016-06-10,CA_1,FOODS_2,530.71,223.34692504839188,754.0569250483919,High
2016-06-11,CA_1,FOODS_2,552.06,223.34692504839188,775.4069250483918,High
2016-06-12,CA_1,FOODS_2,554.0,223.34692504839188,777.3469250483919,High
2016-06-13,CA_1,FOODS_2,596.91,223.34692504839188,820.2569250483918,High
2016-06-14,CA_1,FOODS_2,614.84,223.34692504839188,838.1869250483919,High
2016-06-15,CA_1,FOODS_2,597.34,223.34692504839188,820.6869250483919,High
2016-06-16,CA_1,FOODS_2,541.2,223.34692504839188,764.5469250483919,High
2016-06-17,CA_1,FOODS_2,529.81,223.34692504839188,753.1569250483918,High
2016-06-18,CA_1,FOODS_2,552.23,223.34692504839188,775.5769250483919,High
2016-06-19,CA_1,FOODS_2,536.96,223.34692504839188,760.3069250483919,High
2016-05-23,CA_1,FOODS_3,3000.77,898.7542866974902,3899.5242866974904,High
2016-05-24,CA_1,FOODS_3,3071.44,898.7542866974902,3970.1942866974905,High
2016-05-25,CA_1,FOODS_3,2966.14,898.7542866974902,3864.8942866974903,High
2016-05-26,CA_1,FOODS_3,2675.24,898.7542866974902,3573.9942866974898,High
2016-05-27,CA_1,FOODS_3,2558.3,898.7542866974902,3457.05428669749,High
2016-05-28,CA_1,FOODS_3,2553.5,898.7542866974902,3452.25428669749,High
2016-05-29,CA_1,FOODS_3,2578.31,898.7542866974902,3477.0642866974904,High
2016-05-30,CA_1,FOODS_3,2760.4,898.7542866974902,3659.1542866974905,High
2016-05-31,CA_1,FOODS_3,2837.39,898.7542866974902,3736.1442866974903,High
2016-06-01,CA_1,FOODS_3,2803.18,898.7542866974902,3701.9342866974903,High
2016-06-02,CA_1,FOODS_3,2560.88,898.7542866974902,3459.63428669749,High
2016-06-03,CA_1,FOODS_3,2496.8,898.7542866974902,3395.55428669749,High
2016-06-04,CA_1,FOODS_3,2636.55,898.7542866974902,3535.30428669749,High
2016-06-05,CA_1,FOODS_3,2773.74,898.7542866974902,3672.4942866974898,High
2016-06-06,CA_1,FOODS_3,2953.8,898.7542866974902,3852.55428669749,High
2016-06-07,CA_1,FOODS_3,3060.15,898.7542866974902,3958.9042866974905,High
2016-06-08,CA_1,FOODS_3,2957.42,898.7542866974902,3856.17428669749,High
2016-06-09,CA_1,FOODS_3,2735.09,898.7542866974902,3633.84428669749,High
2016-06-10,CA_1,FOODS_3,2674.59,898.7542866974902,3573.34428669749,High
2016-06-11,CA_1,FOODS_3,2770.57,898.7542866974902,3669.3242866974906,High
2016-06-12,CA_1,FOODS_3,2846.16,898.7542866974902,3744.91428669749,High
2016-06-13,CA_1,FOODS_3,3037.39,898.7542866974902,3936.1442866974903,High
2016-06-14,CA_1,FOODS_3,3152.12,898.7542866974902,4050.87428669749,High
2016-06-15,CA_1,FOODS_3,3028.4,898.7542866974902,3927.1542866974905,High
2016-06-16,CA_1,FOODS_3,2857.94,898.7542866974902,3756.6942866974905,High
2016-06-17,CA_1,FOODS_3,2756.05,898.7542866974902,3654.80428669749,High
2016-06-18,CA_1,FOODS_3,2827.62,898.7542866974902,3726.37428669749,High
2016-06-19,CA_1,FOODS_3,2917.19,898.7542866974902,3815.9442866974905,High
2016-05-23,CA_1,HOBBIES_1,600.34,222.7048896121097,823.0448896121097,High
2016-05-24,CA_1,HOBBIES_1,580.6,222.7048896121097,803.3048896121097,High
2016-05-25,CA_1,HOBBIES_1,574.83,222.7048896121097,797.5348896121097,High
2016-05-26,CA_1,HOBBIES_1,528.1,222.7048896121097,750.8048896121097,High
2016-05-27,CA_1,HOBBIES_1,498.21,222.7048896121097,720.9148896121096,High
2016-05-28,CA_1,HOBBIES_1,536.11,222.7048896121097,758.8148896121097,High
2016-05-29,CA_1,HOBBIES_1,530.93,222.7048896121097,753.6348896121096,High
2016-05-30,CA_1,HOBBIES_1,550.89,222.7048896121097,773.5948896121097,High
2016-05-31,CA_1,HOBBIES_1,560.67,222.7048896121097,783.3748896121097,High
2016-06-01,CA_1,HOBBIES_1,541.6,222.7048896121097,764.3048896121097,High
2016-06-02,CA_1,HOBBIES_1,507.55,222.7048896121097,730.2548896121098,High
2016-06-03,CA_1,HOBBIES_1,501.25,222.7048896121097,723.9548896121097,High
2016-06-04,CA_1,HOBBIES_1,525.16,222.7048896121097,747.8648896121097,High
2016-06-05,CA_1,HOBBIES_1,523.1,222.7048896121097,745.8048896121097,High
2016-06-06,CA_1,HOBBIES_1,552.37,222.7048896121097,775.0748896121097,High
2016-06-07,CA_1,HOBBIES_1,567.81,222.7048896121097,790.5148896121096,High
2016-06-08,CA_1,HOBBIES_1,544.75,222.7048896121097,767.4548896121097,High
2016-06-09,CA_1,HOBBIES_1,507.35,222.7048896121097,730.0548896121097,High
2016-06-10,CA_1,HOBBIES_1,506.0,222.7048896121097,728.7048896121097,High
2016-06-11,CA_1,HOBBIES_1,524.65,222.7048896121097,747.3548896121097,High
2016-06-12,CA_1,HOBBIES_1,527.21,222.7048896121097,749.9148896121097,High
2016-06-13,CA_1,HOBBIES_1,552.37,222.7048896121097,775.0748896121097,High
2016-06-14,CA_1,HOBBIES_1,568.29,222.7048896121097,790.9948896121097,High
2016-06-15,CA_1,HOBBIES_1,544.75,222.7048896121097,767.4548896121097,High
2016-06-16,CA_1,HOBBIES_1,507.35,222.7048896121097,730.0548896121097,High
2016-06-17,CA_1,HOBBIES_1,506.0,222.7048896121097,728.7048896121097,High
2016-06-18,CA_1,HOBBIES_1,524.65,222.7048896121097,747.3548896121097,High
2016-06-19,CA_1,HOBBIES_1,527.21,222.7048896121097,749.9148896121097,High
2016-05-23,CA_1,HOBBIES_2,59.47,22.051992135470595,81.5219921354706,Low
2016-05-24,CA_1,HOBBIES_2,58.66,22.051992135470595,80.7119921354706,Low
2016-05-25,CA_1,HOBBIES_2,52.94,22.051992135470595,74.9919921354706,Low
2016-05-26,CA_1,HOBBIES_2,49.21,22.051992135470595,71.26199213547059,Low
2016-05-27,CA_1,HOBBIES_2,48.66,22.051992135470595,70.7119921354706,Low
2016-05-28,CA_1,HOBBIES_2,50.21,22.051992135470595,72.26199213547059,Low
2016-05-29,CA_1,HOBBIES_2,52.76,22.051992135470595,74.81199213547059,Low
2016-05-30,CA_1,HOBBIES_2,59.15,22.051992135470595,81.20199213547059,Low
2016-05-31,CA_1,HOBBIES_2,60.26,22.051992135470595,82.31199213547059,Low
2016-06-01,CA_1,HOBBIES_2,52.79,22.051992135470595,74.84199213547059,Low
2016-06-02,CA_1,HOBBIES_2,50.33,22.051992135470595,72.3819921354706,Low
2016-06-03,CA_1,HOBBIES_2,49.76,22.051992135470595,71.81199213547059,Low
2016-06-04,CA_1,HOBBIES_2,50.41,22.051992135470595,72.4619921354706,Low
2016-06-05,CA_1,HOBBIES_2,52.38,22.051992135470595,74.4319921354706,Low
2016-06-06,CA_1,HOBBIES_2,58.96,22.051992135470595,81.01199213547059,Low
2016-06-07,CA_1,HOBBIES_2,60.97,22.051992135470595,83.0219921354706,Low
2016-06-08,CA_1,HOBBIES_2,53.92,22.051992135470595,75.9719921354706,Low
2016-06-09,CA_1,HOBBIES_2,51.46,22.051992135470595,73.51199213547059,Low
2016-06-10,CA_1,HOBBIES_2,50.89,22.051992135470595,72.9419921354706,Low
2016-06-11,CA_1,HOBBIES_2,51.53,22.051992135470595,73.5819921354706,Low
2016-06-12,CA_1,HOBBIES_2,53.51,22.051992135470595,75.56199213547059,Low
2016-06-13,CA_1,HOBBIES_2,60.08,22.051992135470595,82.1319921354706,Low
2016-06-14,CA_1,HOBBIES_2,61.11,22.051992135470595,83.1619921354706,Low
2016-06-15,CA_1,HOBBIES_2,53.92,22.051992135470595,75.9719921354706,Low
2016-06-16,CA_1,HOBBIES_2,51.46,22.051992135470595,73.51199213547059,Low
2016-06-17,CA_1,HOBBIES_2,50.89,22.051992135470595,72.9419921354706,Low
2016-06-18,CA_1,HOBBIES_2,51.53,22.051992135470595,73.5819921354706,Low
2016-06-19,CA_1,HOBBIES_2,53.51,22.051992135470595,75.56199213547059,Low
2016-05-23,CA_1,HOUSEHOLD_1,977.01,266.49658802426114,1243.5065880242612,High
2016-05-24,CA_1,HOUSEHOLD_1,987.51,266.49658802426114,1254.0065880242612,High
2016-05-25,CA_1,HOUSEHOLD_1,989.52,266.49658802426114,1256.0165880242612,High
2016-05-26,CA_1,HOUSEHOLD_1,933.24,266.49658802426114,1199.7365880242612,High
2016-05-27,CA_1,HOUSEHOLD_1,922.68,266.49658802426114,1189.176588024261,High
2016-05-28,CA_1,HOUSEHOLD_1,980.95,266.49658802426114,1247.4465880242612,High
2016-05-29,CA_1,HOUSEHOLD_1,1029.11,266.49658802426114,1295.606588024261,High
2016-05-30,CA_1,HOUSEHOLD_1,1028.9,266.49658802426114,1295.3965880242613,High
2016-05-31,CA_1,HOUSEHOLD_1,1048.36,266.49658802426114,1314.856588024261,High
2016-06-01,CA_1,HOUSEHOLD_1,1047.19,266.49658802426114,1313.6865880242613,High
2016-06-02,CA_1,HOUSEHOLD_1,979.18,266.49658802426114,1245.676588024261,High
2016-06-03,CA_1,HOUSEHOLD_1,976.57,266.49658802426114,1243.0665880242611,High
2016-06-04,CA_1,HOUSEHOLD_1,1014.65,266.49658802426114,1281.146588024261,High
2016-06-05,CA_1,HOUSEHOLD_1,1087.13,266.49658802426114,1353.6265880242613,High
2016-06-06,CA_1,HOUSEHOLD_1,1085.27,266.49658802426114,1351.7665880242612,High
2016-06-07,CA_1,HOUSEHOLD_1,1110.09,266.49658802426114,1376.5865880242611,High
2016-06-08,CA_1,HOUSEHOLD_1,1085.29,266.49658802426114,1351.7865880242612,High
2016-06-09,CA_1,HOUSEHOLD_1,1042.03,266.49658802426114,1308.5265880242612,High
2016-06-10,CA_1,HOUSEHOLD_1,1025.82,266.49658802426114,1292.3165880242611,High
2016-06-11,CA_1,HOUSEHOLD_1,1073.63,266.49658802426114,1340.1265880242613,High
2016-06-12,CA_1,HOUSEHOLD_1,1115.72,266.49658802426114,1382.2165880242612,High
2016-06-13,CA_1,HOUSEHOLD_1,1119.07,266.49658802426114,1385.5665880242611,High
2016-06-14,CA_1,HOUSEHOLD_1,1147.26,266.49658802426114,1413.7565880242612,High
2016-06-15,CA_1,HOUSEHOLD_1,1122.36,266.49658802426114,1388.856588024261,High
2016-06-16,CA_1,HOUSEHOLD_1,1074.63,266.49658802426114,1341.1265880242613,High
2016-06-17,CA_1,HOUSEHOLD_1,1041.76,266.49658802426114,1308.2565880242612,High
2016-06-18,CA_1,HOUSEHOLD_1,1111.19,266.49658802426114,1377.6865880242613,High
2016-06-19,CA_1,HOUSEHOLD_1,1120.7,266.49658802426114,1387.1965880242612,High
2016-05-23,CA_1,HOUSEHOLD_2,313.11,98.20784264580352,411.3178426458035,Medium
2016-05-24,CA_1,HOUSEHOLD_2,308.35,98.20784264580352,406.55784264580353,Medium
2016-05-25,CA_1,HOUSEHOLD_2,292.74,98.20784264580352,390.9478426458035,Medium
2016-05-26,CA_1,HOUSEHOLD_2,269.91,98.20784264580352,368.11784264580353,Medium
2016-05-27,CA_1,HOUSEHOLD_2,268.11,98.20784264580352,366.3178426458035,Medium
2016-05-28,CA_1,HOUSEHOLD_2,282.36,98.20784264580352,380.5678426458035,Medium
2016-05-29,CA_1,HOUSEHOLD_2,292.7,98.20784264580352,390.9078426458035,Medium
2016-05-30,CA_1,HOUSEHOLD_2,292.19,98.20784264580352,390.3978426458035,Medium
2016-05-31,CA_1,HOUSEHOLD_2,305.5,98.20784264580352,403.7078426458035,Medium
2016-06-01,CA_1,HOUSEHOLD_2,284.14,98.20784264580352,382.3478426458035,Medium
2016-06-02,CA_1,HOUSEHOLD_2,271.88,98.20784264580352,370.0878426458035,Medium
2016-06-03,CA_1,HOUSEHOLD_2,264.78,98.20784264580352,362.9878426458035,Medium
2016-06-04,CA_1,HOUSEHOLD_2,280.55,98.20784264580352,378.7578426458035,Medium
2016-06-05,CA_1,HOUSEHOLD_2,294.85,98.20784264580352,393.05784264580353,Medium
2016-06-06,CA_1,HOUSEHOLD_2,292.94,98.20784264580352,391.1478426458035,Medium
2016-06-07,CA_1,HOUSEHOLD_2,304.62,98.20784264580352,402.8278426458035,Medium
2016-06-08,CA_1,HOUSEHOLD_2,285.25,98.20784264580352,383.4578426458035,Medium
2016-06-09,CA_1,HOUSEHOLD_2,274.73,98.20784264580352,372.9378426458035,Medium
2016-06-10,CA_1,HOUSEHOLD_2,267.63,98.20784264580352,365.8378426458035,Medium
2016-06-11,CA_1,HOUSEHOLD_2,288.37,98.20784264580352,386.5778426458035,Medium
2016-06-12,CA_1,HOUSEHOLD_2,301.97,98.20784264580352,400.17784264580354,Medium
2016-06-13,CA_1,HOUSEHOLD_2,293.66,98.20784264580352,391.86784264580353,Medium
2016-06-14,CA_1,HOUSEHOLD_2,311.01,98.20784264580352,409.2178426458035,Medium
2016-06-15,CA_1,HOUSEHOLD_2,288.48,98.20784264580352,386.6878426458035,Medium
2016-06-16,CA_1,HOUSEHOLD_2,275.6,98.20784264580352,373.80784264580353,Medium
2016-06-17,CA_1,HOUSEHOLD_2,265.96,98.20784264580352,364.1678426458035,Medium
2016-06-18,CA_1,HOUSEHOLD_2,293.58,98.20784264580352,391.7878426458035,Medium
2016-06-19,CA_1,HOUSEHOLD_2,302.75,98.20784264580352,400.9578426458035,Medium
2016-05-23,CA_2,FOODS_1,681.66,256.0124459865215,937.6724459865216,High
2016-05-24,CA_2,FOODS_1,687.54,256.0124459865215,943.5524459865214,High
2016-05-25,CA_2,FOODS_1,627.68,256.0124459865215,883.6924459865215,High
2016-05-26,CA_2,FOODS_1,610.28,256.0124459865215,866.2924459865214,High
2016-05-27,CA_2,FOODS_1,570.62,256.0124459865215,826.6324459865216,High
2016-05-28,CA_2,FOODS_1,590.47,256.0124459865215,846.4824459865215,High
2016-05-29,CA_2,FOODS_1,594.03,256.0124459865215,850.0424459865214,High
2016-05-30,CA_2,FOODS_1,619.8,256.0124459865215,875.8124459865214,High
2016-05-31,CA_2,FOODS_1,638.76,256.0124459865215,894.7724459865215,High
2016-06-01,CA_2,FOODS_1,590.24,256.0124459865215,846.2524459865215,High
2016-06-02,CA_2,FOODS_1,536.9,256.0124459865215,792.9124459865216,High
2016-06-03,CA_2,FOODS_1,527.54,256.0124459865215,783.5524459865214,High
2016-06-04,CA_2,FOODS_1,554.5,256.0124459865215,810.5124459865215,High
2016-06-05,CA_2,FOODS_1,547.87,256.0124459865215,803.8824459865216,High
2016-06-06,CA_2,FOODS_1,583.85,256.0124459865215,839.8624459865216,High
2016-06-07,CA_2,FOODS_1,613.12,256.0124459865215,869.1324459865216,High
2016-06-08,CA_2,FOODS_1,571.06,256.0124459865215,827.0724459865214,High
2016-06-09,CA_2,FOODS_1,529.22,256.0124459865215,785.2324459865215,High
2016-06-10,CA_2,FOODS_1,497.26,256.0124459865215,753.2724459865215,High
2016-06-11,CA_2,FOODS_1,531.63,256.0124459865215,787.6424459865216,High
2016-06-12,CA_2,FOODS_1,524.39,256.0124459865215,780.4024459865216,High
2016-06-13,CA_2,FOODS_1,561.65,256.0124459865215,817.6624459865216,High
